,price,bathrooms,bedrooms,city,homeType,livingArea,zipcode,priceReduction,daysOnZillow,latitude,longitude,30_year_mortgage
546,621990.0,3.0,4.0,Eagle Mountain,SINGLE_FAMILY,3573.0,84005,,-1,40.32013,-112.02189,4102.669344700806
547,270000.0,1.0,2.0,Orem,CONDO,792.0,84057,,19,40.304817,-111.721344,1780.9301163510952
548,739900.0,3.0,4.0,Saratoga Springs,SINGLE_FAMILY,3231.0,84045,,19,,,4880.408122548797
551,374900.0,1.0,3.0,Spanish Fork,SINGLE_FAMILY,1025.0,84660,"$5,000 (Nov 2)",-1,40.10738,-111.65988,2472.8544467408356
552,574990.0,3.0,2.0,American Fork,SINGLE_FAMILY,1505.0,84003,,-1,40.414955,-111.774025,3792.6555837063565
553,325000.0,1.0,3.0,Provo,SINGLE_FAMILY,1080.0,84606,,19,40.2294,-111.64304,2143.7121770892813
554,529990.0,3.0,3.0,American Fork,SINGLE_FAMILY,1917.0,84003,,20,40.355923,-111.81974,3495.8338976478403
555,475000.0,2.0,4.0,American Fork,SINGLE_FAMILY,2006.0,84003,"$15,000 (Nov 6)",-1,40.385536,-111.783936,3133.117797284334
556,399000.0,2.0,2.0,Springville,SINGLE_FAMILY,2540.0,84663,"$6,000 (Oct 25)",-1,40.161892,-111.6025,2631.8189497188405
557,615000.0,4.0,6.0,Payson,SINGLE_FAMILY,3745.0,84651,,20,40.030827,-111.72277,4056.5630427997166
558,729800.0,3.0,4.0,Saratoga Springs,SINGLE_FAMILY,3744.0,84045,$100 (Nov 3),-1,,,4813.788144122331
559,769000.0,3.0,5.0,Highland,SINGLE_FAMILY,3239.0,84003,,20,40.44225,-111.81062,5072.352812866638
560,1499999.0,6.0,7.0,Alpine,SINGLE_FAMILY,5586.0,84004,"$100,000 (Nov 4)",-1,40.447422,-111.78487,9894.04960591306
561,649900.0,3.0,3.0,Heber City,TOWNHOUSE,2690.0,84032,,20,,,4286.764750431766
562,609900.0,3.0,3.0,Heber City,TOWNHOUSE,2422.0,84032,"$10,000 (Oct 31)",20,,,4022.923251713085
563,679900.0,3.0,3.0,Heber City,TOWNHOUSE,2690.0,84032,"$5,000 (Oct 31)",20,,,4484.645874470776
564,659900.0,3.0,3.0,Heber City,TOWNHOUSE,2690.0,84032,"$25,000 (Oct 31)",20,,,4352.725125111436
565,589000.0,4.0,4.0,Vineyard,SINGLE_FAMILY,2565.0,84059,"$6,000 (Oct 27)",-1,40.30242,-111.74343,3885.066068632574
566,385000.0,3.0,4.0,Orem,CONDO,2032.0,84057,"$10,000 (Oct 27)",-1,40.330536,-111.71175,2539.4744251673023
567,369879.0,1.0,2.0,American Fork,SINGLE_FAMILY,788.0,84003,"$10,000 (Oct 26)",-1,40.374966,-111.79921,2439.7357426141734
569,340000.0,1.0,2.0,Springville,SINGLE_FAMILY,783.0,84663,,20,40.15568,-111.60563,2242.6527391087866
570,1724900.0,4.0,4.0,Payson,SINGLE_FAMILY,5500.0,84651,$100 (Oct 19),-1,40.078552,-111.80193,11377.50502849631
572,299000.0,2.0,3.0,Orem,CONDO,1065.0,84057,,20,40.322407,-111.726006,1972.2152029221386
573,454000.0,3.0,3.0,Lehi,TOWNHOUSE,2266.0,84043,"$33,600 (Oct 19)",-1,40.41586,-111.90818,2994.601010457027
